,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
690,NICHOLAS TARCA,ROU,12.42,0.54,2.0,5.25,0.07,7.22,0.4,462.5,12.48,0.51,3.0,4.63,0.15,7.84,0.47,307.0,13.2,0.0,1.0,4.7,0.0,8.5,0.0,231.5,13.1,0.32,3.0,5.27,0.23,7.83,0.38,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,1.0,5.2,0.0,7.77,0.0,581.0,0.48,64.07,10.0,5,12.76
20,AHMED ABDELRAHMAN,EGY,12.19,0.79,5.0,5.28,0.13,7.27,0.59,533.0,12.88,0.12,2.0,4.4,0.0,8.48,0.12,193.5,12.74,0.88,3.0,4.9,0.52,7.84,0.4,365.0,12.61,0.53,4.0,4.68,0.33,7.94,0.39,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.62,0.39,6.0,5.27,0.16,8.37,0.47,334.0,0.78,64.04,20.0,5,12.85
541,LEANDRO GERONIMO SANTANA,DOM,13.1,0.0,1.0,5.1,0.0,8.0,0.0,243.0,13.07,0.0,1.0,4.9,0.0,8.17,0.0,138.0,11.6,0.0,1.0,5.1,0.0,6.5,0.0,592.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,1.0,4.8,0.0,7.6,0.0,415.5,13.83,0.0,1.0,4.8,0.0,9.03,0.0,219.5,0.84,64.0,5.0,5,12.8
222,DMITRIY PATANIN,KAZ,13.58,1.05,17.0,5.88,0.09,7.77,0.99,99.0,11.78,1.13,5.0,4.48,0.16,7.36,0.99,491.0,13.17,0.27,5.0,5.34,0.13,7.89,0.31,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,3.61,9.0,4.24,0.77,8.17,0.77,562.0,13.63,0.64,18.0,5.13,0.28,8.6,0.61,331.0,1.79,63.88,54.0,5,13.08
671,MURILO PONTEDURA,BRA,11.0,0.0,1.0,5.0,0.0,6.0,0.0,672.5,12.85,0.0,1.0,4.7,0.0,8.15,0.0,203.0,13.0,0.0,1.0,4.9,0.0,8.1,0.0,299.5,13.3,0.0,1.0,5.2,0.0,8.1,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,1.0,4.8,0.0,9.0,0.0,297.0,1.04,63.85000000000001,5.0,5,12.77
836,SANTIAGO AGOSTINELLI,ARG,12.78,0.34,3.0,5.2,0.17,7.74,0.33,355.0,12.45,0.07,2.0,4.1,0.0,8.35,0.07,316.0,12.4,0.47,2.0,4.5,0.0,7.9,0.47,459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.05,3.0,4.7,0.0,8.24,0.05,248.0,13.26,1.06,3.0,4.93,0.23,8.36,0.9,474.0,0.57,63.82999999999999,13.0,5,12.82
250,EMIL BARBER,GBR,13.77,0.14,4.0,5.55,0.17,8.22,0.26,59.0,12.35,0.0,1.0,3.9,0.0,8.45,0.0,340.5,12.9,0.0,1.0,4.2,0.0,8.7,0.0,325.5,11.1,0.0,1.0,4.8,0.0,6.3,0.0,518.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,0.63,6.0,5.27,0.16,8.49,0.58,318.0,0.89,63.769999999999996,13.0,5,13.33
740,PATRICK CORREA,BRA,12.25,0.0,1.0,5.6,0.0,6.65,0.0,512.5,11.95,0.0,1.0,5.1,0.0,6.85,0.0,455.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,1.0,5.0,0.0,7.4,0.0,262.5,12.6,0.0,1.0,4.7,0.0,7.9,0.0,367.5,14.5,0.0,1.0,5.2,0.0,9.3,0.0,17.0,1.01,63.7,5.0,5,12.74
795,ROBERT NEFF,USA,12.95,0.0,1.0,5.3,0.0,7.65,0.0,297.0,11.65,0.0,1.0,4.5,0.0,7.15,0.0,516.0,12.7,0.0,1.0,5.0,0.0,7.7,0.0,383.0,12.15,0.0,1.0,5.1,0.0,7.05,0.0,315.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,1.0,5.2,0.0,9.05,0.0,69.5,0.98,63.699999999999996,5.0,5,12.74
147,CESAR ARMANDO LOPEZ CHAVEZ,ECU,12.97,0.0,1.0,4.9,0.0,8.07,0.0,287.5,11.3,0.0,1.0,4.3,0.0,7.0,0.0,564.0,12.6,0.0,1.0,4.7,0.0,7.9,0.0,410.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,1.0,4.7,0.0,8.03,0.0,326.5,13.8,0.0,1.0,4.8,0.0,9.0,0.0,241.0,0.9,63.400000000000006,5.0,5,12.68
773,RAKESH PATRA,IND,11.93,0.0,1.0,4.2,0.0,7.73,0.0,577.5,12.67,0.0,1.0,4.0,0.0,8.67,0.0,245.5,13.2,0.0,1.0,5.0,0.0,8.2,0.0,231.5,12.07,0.0,1.0,4.1,0.0,7.97,0.0,340.0,13.5,0.0,1.0,5.3,0.0,8.2,0.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,63.37,5.0,5,12.67
193,DANIEL STODDART,NZL,12.8,0.28,2.0,4.9,0.14,7.9,0.14,346.5,12.15,0.49,2.0,4.2,0.0,7.95,0.49,398.5,12.7,0.0,1.0,4.1,0.0,8.6,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,0.38,3.0,3.93,0.23,8.58,0.17,389.0,13.18,0.25,4.0,4.2,0.23,9.07,0.19,500.5,0.47,63.34,12.0,5,12.74
842,SEBASTIAN SPONEVIK,NOR,12.1,0.0,1.0,5.5,0.0,6.6,0.0,551.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.09,4.0,4.7,0.24,7.75,0.87,452.0,12.21,0.77,2.0,4.75,0.07,7.46,0.7,296.0,12.29,0.51,2.0,4.1,0.28,8.19,0.22,446.0,14.22,0.15,12.0,5.2,0.0,9.03,0.15,76.0,1.08,63.269999999999996,21.0,5,13.41
543,LEO KOIKE,USA,13.25,0.0,1.0,5.0,0.0,8.35,0.0,187.0,12.8,0.0,1.0,4.4,0.0,8.4,0.0,220.5,13.0,0.0,1.0,4.2,0.0,8.8,0.0,299.5,10.0,0.0,1.0,4.4,0.0,5.6,0.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,0.0,1.0,4.8,0.0,9.35,0.0,92.5,1.56,63.199999999999996,5.0,5,12.64
621,MATTHEW MCCLYMONT,JAM,12.23,0.0,1.0,3.8,0.0,8.43,0.0,518.5,10.73,0.0,1.0,3.4,0.0,7.33,0.0,627.0,10.8,0.0,1.0,3.2,0.0,7.6,0.0,661.5,9.13,0.0,1.0,3.6,0.0,5.53,0.0,653.0,7.53,0.0,1.0,3.5,0.0,4.03,0.0,690.0,12.73,0.0,1.0,4.0,0.0,8.73,0.0,605.0,1.94,63.150000000000006,6.0,6,10.52
969,YUAN HSI HUNG,TPE,12.27,0.0,1.0,5.2,0.0,7.07,0.0,505.0,12.4,0.68,5.0,4.86,0.09,7.54,0.66,323.0,13.84,0.43,8.0,5.86,0.11,8.01,0.42,96.0,11.73,1.45,3.0,4.83,0.25,6.89,1.58,415.0,12.86,0.58,7.0,4.53,0.1,8.34,0.55,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,63.10000000000001,24.0,5,12.92
355,HUNTER BRUNETT,USA,12.7,0.0,1.0,4.5,0.0,8.2,0.0,381.5,11.75,0.0,1.0,4.2,0.0,7.55,0.0,496.5,13.25,0.0,1.0,4.3,0.0,8.95,0.0,223.5,13.1,0.0,1.0,4.6,0.0,8.5,0.0,121.0,12.3,0.0,1.0,4.1,0.0,8.2,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,63.10000000000001,5.0,5,12.62
533,LACHLAN KENT DAVIS,AUS,12.2,0.0,1.0,4.9,0.0,7.6,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,0.0,1.0,4.2,0.0,8.43,0.0,402.0,12.63,0.0,1.0,5.0,0.0,7.63,0.0,217.5,11.9,0.0,1.0,3.8,0.0,8.1,0.0,538.5,13.59,0.31,3.0,4.53,0.46,9.06,0.15,353.0,0.73,62.95,7.0,5,12.88
531,KURTIS RUTTER,GBR,10.8,0.0,1.0,4.6,0.0,6.2,0.0,687.0,8.5,0.0,1.0,2.9,0.0,5.6,0.0,675.0,11.0,0.0,1.0,3.8,0.0,7.2,0.0,646.5,7.45,0.0,1.0,2.6,0.0,4.85,0.0,680.0,12.15,0.0,1.0,3.9,0.0,8.25,0.0,483.0,12.95,0.35,2.0,4.0,0.0,9.0,0.28,563.0,2.15,62.849999999999994,7.0,6,10.83
492,KARTHIK ADAPA,CAY,10.6,0.0,1.0,4.0,0.0,6.6,0.0,693.5,10.15,0.0,1.0,2.8,0.0,7.35,0.0,655.0,11.15,0.0,1.0,3.5,0.0,7.65,0.0,635.0,9.1,0.0,1.0,3.0,0.0,6.1,0.0,654.5,10.0,0.0,1.0,3.2,0.0,7.1,0.0,673.5,11.6,0.0,1.0,2.8,0.0,8.8,0.0,662.0,0.89,62.6,6.0,6,10.43
238,EDWARD DANIEL ALARCON LUQUE,PER,12.97,0.0,1.0,5.1,0.0,7.87,0.0,287.5,12.07,0.0,1.0,4.7,0.0,7.37,0.0,426.0,11.87,0.0,1.0,4.6,0.0,7.27,0.0,553.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,1.0,5.1,0.0,7.6,0.0,335.0,12.9,0.0,1.0,5.2,0.0,7.8,0.0,575.0,0.5,62.51,5.0,5,12.5
757,PHUOC HAI NGUYEN,VIE,12.97,0.0,1.0,4.7,0.0,8.27,0.0,293.0,11.83,0.0,1.0,4.6,0.0,7.23,0.0,483.5,13.28,0.92,2.0,5.5,0.0,7.78,0.92,214.0,11.83,0.0,1.0,4.0,0.0,7.83,0.0,389.0,12.6,0.0,1.0,4.2,0.0,8.4,0.0,367.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,62.51,6.0,5,12.63
275,FABIAN DE LUNA,MEX,11.97,0.86,5.0,5.12,0.41,7.01,0.99,570.0,11.83,0.0,1.0,4.0,0.0,7.83,0.0,483.5,11.76,0.55,4.0,4.97,0.05,6.78,0.57,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,0.23,8.0,5.58,0.19,7.74,0.27,135.0,13.61,0.42,14.0,5.2,0.0,8.5,0.4,340.0,0.9,62.480000000000004,32.0,5,12.99
807,RUBEN LUIS CHITTERS,AUS,12.67,0.0,1.0,4.7,0.0,8.07,0.0,393.0,12.77,0.0,1.0,4.4,0.0,8.37,0.0,230.0,11.7,0.0,1.0,4.0,0.0,7.7,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.8,0.0,8.2,0.0,515.0,13.33,0.0,1.0,4.0,0.0,9.33,0.0,452.0,0.65,62.47,5.0,5,12.49
775,RASULJON ABDURAKHIMOV,UZB,12.67,0.0,1.0,4.7,0.0,7.97,0.0,392.0,12.91,0.59,10.0,4.54,0.22,8.37,0.43,183.0,13.57,0.9,12.0,5.58,0.29,7.99,0.77,143.0,10.58,0.52,3.0,4.37,0.4,6.21,0.32,581.0,12.53,0.05,2.0,4.1,0.0,8.43,0.05,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,62.26,28.0,5,12.91
284,FELIX REMUTA,GER,13.17,0.0,1.0,5.4,0.0,7.87,0.0,222.5,12.33,0.42,2.0,4.75,0.07,7.58,0.49,344.0,13.3,0.33,2.0,5.2,0.28,8.1,0.05,211.0,10.07,0.0,1.0,4.5,0.0,5.57,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,0.37,4.0,5.1,0.2,8.23,0.54,458.0,1.07,62.18,10.0,5,12.77
847,SERGIO VARGAS,COL,12.13,0.87,3.0,4.9,0.36,7.23,0.59,546.0,12.21,0.91,5.0,4.78,0.39,7.43,0.53,382.0,13.03,0.59,6.0,4.8,0.0,8.23,0.59,293.0,11.38,0.39,5.0,4.6,0.37,6.78,0.54,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.73,3.0,4.8,0.0,8.67,0.56,435.0,0.95,62.120000000000005,22.0,5,12.39
142,CARLO HÖRR,GER,12.63,0.0,1.0,5.3,0.0,7.53,0.0,412.0,13.47,0.09,2.0,5.3,0.0,8.17,0.09,61.0,13.27,0.0,1.0,5.2,0.0,8.07,0.0,219.0,9.57,0.0,1.0,4.5,0.0,5.07,0.0,638.5,13.17,0.0,1.0,5.0,0.0,8.17,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,62.11000000000001,6.0,5,12.6
65,ANDRES VILLEGAS,CRC,11.8,0.21,2.0,3.8,0.0,8.0,0.21,596.0,9.88,0.67,2.0,3.1,0.0,6.78,0.67,661.0,11.48,0.04,2.0,3.0,0.0,8.48,0.04,605.0,6.2,0.49,2.0,2.6,0.0,6.6,0.49,692.0,10.48,0.18,2.0,2.9,0.0,7.58,0.18,659.0,12.18,0.18,2.0,3.2,0.0,9.02,0.25,647.0,2.11,62.02,12.0,6,10.34
214,DINH VUONG TRAN,VIE,12.8,0.0,1.0,4.5,0.0,8.3,0.0,346.5,13.2,0.0,1.0,5.0,0.0,8.2,0.0,107.0,12.37,0.0,1.0,4.6,0.0,7.77,0.0,467.0,11.9,0.0,1.0,4.2,0.0,7.7,0.0,375.0,11.63,0.0,1.0,4.5,0.0,7.13,0.0,573.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,61.9,5.0,5,12.38
122,BRIGHAM FRENTHEWAY,USA,10.55,0.0,1.0,5.5,0.0,6.25,0.0,695.0,11.35,0.0,1.0,4.5,0.0,6.85,0.0,561.0,13.35,0.0,1.0,4.2,0.0,9.15,0.0,192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,4.5,0.0,8.3,0.0,304.0,13.75,0.0,1.0,4.8,0.0,8.95,0.0,264.0,1.36,61.8,5.0,5,12.36
752,PEDER SKOGVANG,NOR,13.07,0.5,5.0,5.52,0.13,7.59,0.43,256.0,12.2,0.98,4.0,4.32,0.24,7.87,0.76,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.98,3.0,4.07,0.21,6.69,1.02,572.5,12.17,0.17,3.0,4.2,0.0,7.97,0.17,475.0,13.58,0.47,3.0,4.53,0.46,9.04,0.17,355.0,1.12,61.78,18.0,5,12.43
462,JOSE MANUEL MARTINEZ MORENO,COL,12.83,0.0,1.0,4.5,0.0,8.33,0.0,340.5,12.52,0.31,2.0,4.5,0.0,8.02,0.31,292.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.4,2.0,4.8,0.57,6.22,0.16,534.0,12.3,0.0,1.0,4.2,0.0,8.1,0.0,441.0,13.1,0.0,1.0,4.4,0.0,9.0,0.0,524.5,0.86,61.77,7.0,5,12.19
366,IGOR MAGALHAES,CAY,10.27,0.11,2.0,3.55,0.07,6.88,0.25,703.0,10.8,0.64,2.0,3.2,0.0,7.6,0.64,621.5,11.62,0.6,2.0,3.6,0.0,8.02,0.6,589.0,8.6,0.92,2.0,2.75,0.35,5.85,0.57,668.0,7.48,4.84,2.0,2.6,0.99,6.52,1.52,692.0,12.85,0.07,2.0,4.0,0.0,9.0,0.14,584.5,2.41,61.62,12.0,6,10.27
473,JOSUE ARMIJO,CHI,11.13,0.0,1.0,4.2,0.0,6.93,0.0,663.5,11.97,0.0,1.0,4.2,0.0,7.77,0.0,449.0,12.5,0.0,1.0,4.2,0.0,8.3,0.0,434.0,12.2,0.0,1.0,4.0,0.0,8.2,0.0,298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81,0.38,5.0,4.88,0.18,8.93,0.56,228.0,1.08,61.61,9.0,5,12.98
460,JOSE ESCANDON,CUB,10.3,0.0,1.0,5.3,0.0,5.3,0.0,701.0,12.11,0.85,4.0,4.82,0.25,7.28,0.66,407.0,13.08,0.68,4.0,5.7,0.0,7.38,0.68,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.55,4.0,4.62,0.43,7.32,0.19,544.0,14.2,0.0,1.0,5.2,0.0,9.0,0.0,83.0,1.09,61.56,14.0,5,12.34
899,TITAS KUZMICKAS,LTU,12.4,0.0,1.0,4.0,0.0,8.4,0.0,469.0,11.13,0.0,1.0,3.2,0.0,7.93,0.0,589.5,12.47,0.0,1.0,3.7,0.0,8.77,0.0,446.0,4.2,0.0,1.0,3.1,0.0,5.1,0.0,703.0,11.37,0.0,1.0,3.5,0.0,7.87,0.0,601.0,9.83,0.0,1.0,2.4,0.0,7.73,0.0,676.5,3.11,61.4,6.0,6,10.23
579,LUQMAN AL HAFIZ ZULFA,MAS,12.6,0.99,2.0,5.4,0.0,7.2,0.99,415.0,12.22,0.12,2.0,4.2,0.0,8.02,0.12,380.0,11.65,1.34,2.0,4.25,0.07,7.4,1.41,585.0,12.1,0.0,1.0,3.9,0.0,8.2,0.0,329.0,12.67,0.0,1.0,4.0,0.0,8.67,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,61.24,8.0,5,12.21
606,MARTIN POSPISIL,CZE,12.67,0.0,1.0,4.3,0.0,8.37,0.0,396.0,11.33,0.0,1.0,4.1,0.0,7.23,0.0,562.0,12.33,0.0,1.0,3.8,0.0,8.53,0.0,474.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,1.0,3.8,0.0,8.1,0.0,538.5,12.93,0.0,1.0,4.0,0.0,9.03,0.0,570.0,0.63,61.16,5.0,5,12.23
755,PETER VIDRICKO,SVK,10.98,0.31,2.0,4.5,0.0,6.48,0.31,674.0,8.39,4.16,2.0,3.3,0.85,6.59,1.19,676.0,12.03,0.0,1.0,3.7,0.0,8.33,0.0,529.5,4.97,0.0,1.0,3.2,0.0,5.77,0.0,702.0,11.6,0.0,1.0,3.8,0.0,7.8,0.0,578.5,13.0,0.0,1.0,4.0,0.0,9.0,0.0,550.5,3.06,60.97,8.0,6,10.04
957,YAZZ RAMSAHAI,NED,12.3,1.38,6.0,5.23,0.35,7.24,1.43,494.0,10.44,3.05,4.0,4.2,0.56,6.99,1.21,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,1.41,2.0,4.75,0.49,6.55,0.92,485.0,12.38,0.28,3.0,4.33,0.15,8.05,0.33,422.0,14.35,0.07,2.0,5.2,0.0,9.2,0.0,45.0,1.98,60.77000000000001,17.0,5,12.0
645,MIGUEL AQUINO,PUR,12.63,0.5,4.0,4.58,0.1,8.05,0.55,414.0,12.08,0.13,4.0,3.92,0.05,8.16,0.12,420.0,11.72,0.3,3.0,3.83,0.06,7.89,0.3,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,0.42,3.0,3.67,0.12,7.67,0.54,605.0,12.71,0.12,3.0,4.4,0.69,8.41,0.66,610.0,0.6,60.48,17.0,5,12.13
199,DARIO SISSAKIS,GE1,13.15,0.0,1.0,5.6,0.0,7.85,0.0,226.0,9.6,0.0,1.0,3.6,0.0,6.0,0.0,667.0,11.7,0.0,1.0,4.9,0.0,6.8,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,0.0,1.0,4.6,0.0,7.75,0.0,428.0,13.63,0.78,4.0,5.2,0.0,8.45,0.74,332.0,1.52,60.43000000000001,8.0,5,12.66
782,REMELL ROBINSON BAILEY,GBR,9.9,0.0,1.0,4.6,0.0,5.3,0.0,715.0,12.6,0.0,1.0,4.4,0.0,8.2,0.0,260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.0,1.0,3.9,0.0,7.55,0.0,465.0,12.7,0.0,1.0,4.7,0.0,8.0,0.0,335.0,13.72,0.65,4.0,5.0,0.23,8.75,0.62,282.5,1.46,60.370000000000005,8.0,5,12.69
5,ABHIJEET KUMAR,IND,11.5,0.0,1.0,4.3,0.0,7.2,0.0,628.0,11.67,0.86,4.0,4.32,0.05,7.35,0.88,508.0,13.03,0.22,4.0,4.78,0.05,8.26,0.21,292.0,11.9,0.23,4.0,4.7,0.46,7.2,0.37,377.0,12.1,0.0,1.0,4.2,0.0,7.9,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,60.2,14.0,5,12.14
474,JOSUE JUAREZ,MEX,12.7,0.0,1.0,4.7,0.0,8.0,0.0,381.5,11.42,0.76,4.0,4.18,0.21,7.25,0.61,552.0,12.85,1.03,4.0,5.6,0.0,7.25,1.03,346.0,10.89,0.79,2.0,3.75,0.64,7.14,0.15,554.0,12.17,0.0,1.0,4.6,0.0,7.57,0.0,477.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,60.03,12.0,5,11.98
686,NG CHUN CHEN,MAS,11.7,0.0,1.0,4.9,0.0,6.8,0.0,608.5,11.27,0.0,1.0,2.8,0.0,8.47,0.0,568.5,13.0,0.0,1.0,5.0,0.0,8.0,0.0,299.5,11.53,0.0,1.0,4.7,0.0,6.83,0.0,456.0,12.33,0.0,1.0,4.0,0.0,8.33,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,59.83,5.0,5,11.97
451,JORDAN KOVACH,USA,11.7,0.0,1.0,4.7,0.0,7.3,0.0,608.5,11.1,0.0,1.0,3.8,0.0,7.3,0.0,595.0,12.15,0.0,1.0,4.8,0.0,7.35,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.0,1.0,4.7,0.0,6.95,0.0,569.5,13.0,0.0,1.0,5.2,0.0,7.8,0.0,550.5,0.71,59.599999999999994,5.0,5,11.92
946,WILLIAM FU ALLEN,NZL,12.42,0.76,5.0,5.1,0.07,7.34,0.83,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,0.09,2.0,3.35,0.49,7.78,0.4,637.5,10.13,1.61,4.0,3.58,0.4,7.31,1.11,610.0,12.35,0.0,1.0,4.0,0.0,8.35,0.0,428.0,13.33,0.61,8.0,4.5,0.41,8.87,0.34,454.0,1.5,59.36,20.0,5,12.19
849,SEYED MOHAMMAD SHAFIEI,IRI,11.4,0.0,1.0,4.0,0.0,7.4,0.0,638.5,12.53,0.0,1.0,4.1,0.0,8.43,0.0,288.5,11.87,0.0,1.0,4.4,0.0,7.47,0.0,553.5,12.67,0.0,1.0,4.1,0.0,8.57,0.0,209.0,10.7,0.0,1.0,3.7,0.0,7.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,59.17,5.0,5,11.83
485,JUSTINE ACE DE LEON,PHI,13.2,0.28,2.0,5.8,0.14,7.5,0.57,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.99,2.0,4.1,0.57,7.5,0.42,590.0,8.4,3.06,2.0,2.95,0.49,6.95,0.45,669.0,11.6,0.47,2.0,4.3,0.28,7.3,0.19,578.5,13.78,0.21,2.0,5.0,0.28,8.83,0.0,252.0,2.25,58.58,10.0,5,11.72
364,IGNACIO VARAS,CHI,12.38,1.01,2.0,5.75,0.07,6.88,0.73,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,1.43,2.0,4.2,0.14,7.24,1.28,611.0,10.95,0.0,1.0,3.8,0.0,7.15,0.0,544.5,9.63,0.0,1.0,4.3,0.0,5.63,0.0,681.0,14.07,0.18,5.0,5.2,0.0,8.87,0.18,122.0,1.68,58.47,11.0,5,12.6
548,LEONARDO MAMANI BETANCOURT,BOL,11.5,0.0,1.0,3.9,0.0,7.6,0.0,628.0,8.6,0.0,1.0,3.4,0.0,5.2,0.0,674.0,11.1,0.0,1.0,3.6,0.0,7.5,0.0,641.5,5.07,0.0,1.0,3.3,0.0,4.77,0.0,701.0,9.33,0.0,1.0,2.7,0.0,6.63,0.0,685.5,12.73,0.0,1.0,4.0,0.0,8.73,0.0,605.0,2.73,58.33,6.0,6,9.72
274,FABIAN BARRIUSO,BOL,11.13,0.0,1.0,3.8,0.0,7.33,0.0,663.5,8.27,0.0,1.0,2.9,0.0,5.37,0.0,678.0,11.53,0.0,1.0,3.3,0.0,8.23,0.0,600.5,5.53,0.0,1.0,2.4,0.0,6.13,0.0,697.0,9.5,0.0,1.0,3.4,0.0,6.1,0.0,683.0,12.33,0.0,1.0,4.0,0.0,8.33,0.0,639.0,2.52,58.29,6.0,6,9.72
927,VICTOR MANUEL BETANCOURT QUINTANA,VEN,11.37,0.0,1.0,3.8,0.0,7.67,0.0,640.0,11.9,0.0,1.0,4.6,0.0,7.3,0.0,472.5,11.8,0.0,1.0,5.3,0.0,6.5,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.0,1.0,3.6,0.0,7.37,0.0,649.0,12.53,0.0,1.0,3.2,0.0,9.33,0.0,625.0,0.69,58.27,5.0,5,11.65
218,DIP ROY CHOWDHURY,IND,11.1,0.0,1.0,4.8,0.0,6.3,0.0,666.5,12.2,0.0,1.0,4.0,0.0,8.2,0.0,385.0,12.17,0.0,1.0,4.2,0.0,7.97,0.0,506.0,11.6,0.0,1.0,4.7,0.0,6.9,0.0,442.5,11.13,0.0,1.0,4.6,0.0,6.53,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,58.2,5.0,5,11.64
612,MATHIEU CSUKASSY,CAN,13.1,0.0,1.0,5.0,0.0,8.2,0.0,243.0,11.25,0.0,1.0,4.8,0.0,6.45,0.0,570.5,11.6,0.0,1.0,5.1,0.0,6.5,0.0,592.5,11.0,0.0,1.0,4.4,0.0,6.6,0.0,538.0,11.2,0.0,1.0,4.8,0.0,6.4,0.0,614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,58.150000000000006,5.0,5,11.63
584,MAHDI OLFATI,IRI,13.13,0.0,1.0,4.8,0.0,8.33,0.0,235.5,6.2,0.0,1.0,2.4,0.0,7.8,0.0,685.0,11.97,0.0,1.0,4.3,0.0,7.67,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,0.0,1.0,4.3,0.0,7.87,0.0,476.0,14.42,0.7,18.0,5.56,0.19,8.92,0.57,32.0,1.95,57.89000000000001,22.0,5,13.77
