,name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
6653,ALINE FRIESS,w,FRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT2,11.0,4.4,8.8,0.3,12.9
6654,ALINE FRIESS,w,FRA,,2022 paris world challenge cup,qual,"paris, france",UB,8.0,5.6,7.5,,13.1
6655,ALINE FRIESS,w,FRA,,2022 paris world challenge cup,final,"paris, france",UB,6.0,5.6,8.0,,13.6
6656,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",BB,38.0,5.1,7.066,,12.166
6657,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,17.0,4.9,7.9,,12.8
6658,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",UB,38.0,5.4,7.1,,12.5
6659,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",UB,13.0,5.5,7.766,,13.266
6660,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,final,"munich, germany",VT1,3.0,5.4,8.566,,13.966
6661,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,1.0,5.4,8.933,,14.333
6662,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,4.0,5.4,8.933,,14.333
6663,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",VT1,3.0,5.4,8.833,,14.233
6664,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,final,"munich, germany",VT2,3.0,4.4,8.833,,13.233
6665,ALINE FRIESS,w,FRA,2022-08-11,2022 senior european championships,qual,"munich, germany",VT2,4.0,4.4,8.5,,12.9
6666,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,final,"varna, bulgaria",BB,3.0,5.0,7.55,0.1,12.45
6667,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,qual,"varna, bulgaria",BB,1.0,5.4,7.95,,13.35
6668,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,final,"varna, bulgaria",FX,1.0,4.9,8.1,,13.0
6669,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,qual,"varna, bulgaria",FX,2.0,5.0,8.1,,13.1
6670,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,final,"varna, bulgaria",UB,1.0,5.6,7.85,,13.45
6671,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,qual,"varna, bulgaria",UB,1.0,5.6,8.1,,13.7
6672,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,final,"varna, bulgaria",VT1,1.0,5.4,8.75,0.3,13.85
6673,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,qual,"varna, bulgaria",VT1,2.0,5.4,8.65,0.3,13.75
6674,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,final,"varna, bulgaria",VT2,1.0,4.4,8.95,,13.35
6675,ALINE FRIESS,w,FRA,2022-03-26,2022 varna world challenge cup,qual,"varna, bulgaria",VT2,2.0,4.4,8.85,,13.25
6676,ALINE FRIESS,w,FRA,2023-05-25,2023 varna world challenge cup,qual,"varna, bulgaria",UB,10.0,5.5,6.633,0.0,12.133
6677,NIKA KUKULJAN FRLETA,w,CRO,2022-10-07,2022 mersin world challenge cup,qual,"mersin, turkey",BB,18.0,4.9,4.6,,9.5
6678,NIKA KUKULJAN FRLETA,w,CRO,2022-10-07,2022 mersin world challenge cup,qual,"mersin, turkey",FX,14.0,4.6,6.1,,10.7
6679,NIKA KUKULJAN FRLETA,w,CRO,,2022 szombathely world challenge cup,qual,"szombathely, hungary",BB,20.0,4.9,3.466,0.1,8.266
6680,NIKA KUKULJAN FRLETA,w,CRO,,2022 szombathely world challenge cup,qual,"szombathely, hungary",FX,10.0,4.5,6.833,0.1,11.233
6681,BIANCA FRYSAK,w,AUT,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",BB,100.0,4.3,7.433,,11.733
6682,BIANCA FRYSAK,w,AUT,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,92.0,4.3,7.8,,12.1
6683,BIANCA FRYSAK,w,AUT,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,78.0,4.9,7.3,,12.2
6684,BIANCA FRYSAK,w,AUT,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,118.0,4.2,8.5,,12.7
6685,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,final,"chengdu, china",BB,5.0,4.4,8.0,,12.4
6686,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,qual,"chengdu, china",BB,10.0,4.4,8.133,0.1,12.433
6687,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",BB,6.0,4.6,7.8,,12.4
6688,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,final,"chengdu, china",FX,5.0,4.4,7.966,,12.366
6689,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,qual,"chengdu, china",FX,12.0,4.4,7.866,,12.266
6690,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",FX,13.0,4.5,7.566,0.3,11.766
6691,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,final,"chengdu, china",UB,7.0,4.8,7.633,,12.433
6692,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,qual,"chengdu, china",UB,11.0,5.0,7.466,,12.466
6693,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",UB,14.0,4.9,6.5,,11.4
6694,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",VT,15.0,4.2,8.433,,12.633
6695,BIANCA FRYSAK,w,AUT,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT1,22.0,4.2,8.5,,12.7
6696,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",BB,22.0,4.6,6.0,,10.6
6697,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,qual,"antalya, turkey",BB,33.0,4.6,7.2,,11.8
6698,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",FX,21.0,4.3,7.566,,11.866
6699,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,61.0,4.3,7.566,,11.866
6700,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",UB,20.0,4.8,7.233,,12.033
6701,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,qual,"antalya, turkey",UB,36.0,4.8,7.833,,12.633
6702,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",VT1,23.0,4.2,8.433,,12.633
6703,BIANCA FRYSAK,w,AUT,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,63.0,4.2,8.566,,12.766
6724,ANA FUENTES,w,DOM,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",BB,49.0,3.9,2.733,0.6,6.033
6725,ANA FUENTES,w,DOM,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",FX,41.0,3.7,6.833,,10.533
6726,ANA FUENTES,w,DOM,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",UB,50.0,3.3,5.366,,8.666
6727,ANA FUENTES,w,DOM,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",VT1,40.0,3.6,8.366,,11.966
6728,ANA PATRICIA FUENTES DE LA CRUZ,w,DOM,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",BB,,3.7,6.167,,9.867
6729,ANA PATRICIA FUENTES DE LA CRUZ,w,DOM,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",FX,,3.9,7.233,,11.133
6730,ANA PATRICIA FUENTES DE LA CRUZ,w,DOM,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",UB,,3.3,7.567,,10.867
6731,ANA PATRICIA FUENTES DE LA CRUZ,w,DOM,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",VT,,3.6,7.833,0.1,11.333
6732,KOKORO FUKASAWA,w,JPN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",UB,25.0,6.2,7.3,,13.5
6733,KOKORO FUKASAWA,w,JPN,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",UB,,5.2,4.2,,9.4
6734,KOKORO FUKASAWA,w,JPN,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",VT,,4.6,9.0,,13.6
6735,KOKORO FUKASAWA,w,JPN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,39.0,4.6,8.733,,13.333
6736,KOKORO FUKASAWA,w,JPN,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,52.0,5.3,7.333,,12.633
6737,KOKORO FUKASAWA,w,JPN,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,90.0,6.0,6.033,,12.033
6738,KOKORO FUKASAWA,w,JPN,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",UB,,6.1,7.233,,13.333
6739,KOKORO FUKASAWA,w,JPN,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,36.0,4.6,8.866,,13.466
6740,KOKORO FUKASAWA,w,JPN,2023-03-01,2023 doha world cup,qual,"doha, qatar",BB,26.0,5.1,6.366,,11.466
6741,KOKORO FUKASAWA,w,JPN,2023-03-01,2023 doha world cup,qual,"doha, qatar",UB,12.0,5.8,5.7,,11.5
6742,KOKORO FUKASAWA,w,JPN,2023-08-01,2023 fisu world university games,qual,"chengdu, china",BB,6.0,5.2,7.7,,12.9
6743,KOKORO FUKASAWA,w,JPN,2023-08-01,2023 fisu world university games,qual,"chengdu, china",UB,13.0,5.3,7.066,,12.366
6745,PETRA FURAC,w,CRO,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",BB,129.0,3.8,6.4,0.1,10.1
6746,PETRA FURAC,w,CRO,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,134.0,4.2,6.9,0.1,11.0
6747,PETRA FURAC,w,CRO,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",UB,122.0,4.0,6.666,,10.666
6748,PETRA FURAC,w,CRO,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,112.0,3.6,8.7,,12.3
6749,PETRA FURAC,w,CRO,2022-08-11,2022 senior european championships,qual,"munich, germany",BB,85.0,4.3,6.766,0.1,10.966
6750,PETRA FURAC,w,CRO,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,104.0,3.4,7.033,,10.433
6751,PETRA FURAC,w,CRO,2022-08-11,2022 senior european championships,qual,"munich, germany",UB,85.0,4.0,6.666,,10.666
6752,PETRA FURAC,w,CRO,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,82.0,3.6,8.566,,12.166
6753,JENNIFER ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,final,"liverpool, england",FX,7.0,5.3,7.966,0.1,13.166
6754,JENNIFER ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,8.0,5.3,8.3,,13.6
6755,JENNIFER ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",FX,,5.2,8.233,,13.433
6756,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",BB,1.0,5.9,7.85,0.0,13.75
6757,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",BB,8.0,5.4,6.9,0.1,12.2
6758,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",FX,2.0,5.3,8.65,0.0,13.95
6759,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",FX,2.0,5.3,8.4,0.0,13.7
6760,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",UB,3.0,5.2,7.9,0.0,13.1
6761,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",UB,5.0,5.2,8.0,0.0,13.2
6762,JENNIFER ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT1,6.0,4.2,9.05,0.0,13.25
6763,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,qual,"paris, france",BB,5.0,5.5,7.4,,12.9
6764,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,final,"paris, france",BB,4.0,5.7,7.75,,13.45
6765,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,qual,"paris, france",FX,3.0,5.2,8.0,0.1,13.1
6766,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,final,"paris, france",FX,3.0,5.3,7.95,,13.25
6767,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,qual,"paris, france",UB,9.0,4.9,8.05,,12.95
6768,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,qual,"paris, france",VT1,17.0,4.2,8.7,,12.9
6769,JENNIFER ROSE GADIROVA,w,GBR,,2022 paris world challenge cup,qual,"paris, france",VT2,17.0,3.6,8.65,2.0,10.25
6770,JENNIFER ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",BB,16.0,5.5,7.4,,12.9
6771,JENNIFER ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",BB,15.0,5.5,7.0,,12.5
6772,JENNIFER ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,final,"munich, germany",FX,5.0,5.3,8.166,,13.466
6773,JENNIFER ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,6.0,5.3,8.233,,13.533
6774,JENNIFER ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",FX,8.0,5.3,7.933,0.1,13.133
6775,JENNIFER ROSE GADIROVA,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",BB,12.0,4.5,7.55,0.1,11.95
6776,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",BB,2.0,5.7,8.033,,13.733
6777,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",BB,18.0,5.4,7.533,,12.933
6778,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",FX,1.0,6.0,8.4,,14.4
6779,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,final,"liverpool, england",FX,1.0,6.0,8.2,,14.2
6780,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,3.0,5.9,8.3,0.1,14.1
6781,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",FX,,5.9,8.366,,14.266
6782,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",UB,13.0,5.6,7.633,,13.233
6783,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",UB,40.0,5.6,7.566,,13.166
6784,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",UB,,5.6,7.2,,12.8
6785,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",VT,10.0,5.0,8.933,0.1,13.833
6786,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",VT,,5.0,9.2,,14.2
6787,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,6.0,5.0,9.4,,14.4
6788,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,5.0,5.0,9.4,,14.4
6789,JESSICA ROSE GADIROVA,w,GBR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT2,5.0,4.8,9.2,,14.0
6790,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",BB,2.0,5.8,7.75,0.0,13.55
6791,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",BB,2.0,6.0,7.3,0.0,13.3
6792,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",FX,1.0,5.8,8.8,0.0,14.6
6793,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",FX,1.0,5.7,8.35,0.0,14.05
6794,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",UB,4.0,5.3,7.6,0.0,12.9
6795,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",UB,4.0,5.3,7.95,0.0,13.25
6796,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",VT1,1.0,5.0,9.1,0.0,14.1
6797,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT1,2.0,5.0,9.05,0.0,14.05
6798,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",VT2,1.0,4.8,8.9,0.0,13.7
6799,JESSICA ROSE GADIROVA,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT2,2.0,4.8,8.9,0.1,13.6
6800,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",BB,37.0,5.3,6.933,,12.233
6801,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,final,"munich, germany",FX,1.0,5.7,8.3,,14.0
6802,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,2.0,5.6,8.166,,13.766
6803,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",FX,5.0,5.7,7.833,0.3,13.233
6804,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",UB,29.0,5.7,7.133,,12.833
6805,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,final,"munich, germany",VT1,5.0,5.0,9.066,,14.066
6806,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,5.0,5.0,8.866,,13.866
6807,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,2.0,5.0,8.866,,13.866
6808,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,teamfinal,"munich, germany",VT1,6.0,5.0,9.0,,14.0
6809,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,final,"munich, germany",VT2,5.0,4.2,8.6,,12.8
6810,JESSICA ROSE GADIROVA,w,GBR,2022-08-11,2022 senior european championships,qual,"munich, germany",VT2,2.0,4.8,8.733,,13.533
6811,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",BB,7.0,5.8,8.2,,14.0
6812,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",BB,,5.6,7.933,,13.533
6813,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,2.0,6.2,8.2,,14.4
6814,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",FX,,6.2,8.333,,14.533
6815,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,18.0,5.6,8.166,,13.766
6816,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",UB,,5.6,8.1,,13.7
6817,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",VT,,5.6,7.7,0.3,13.0
6818,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,4.0,5.6,9.1,0.1,14.6
6819,JESSICA ROSE GADIROVA,w,GBR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT2,4.0,5.0,9.233,,14.233
6820,JESSICA ROSE GADIROVA,w,GBR,2023-03-23,2023 british gymnastics championships,final,"liverpool, england",BB,2.0,5.0,8.65,0.0,13.65
6821,JESSICA ROSE GADIROVA,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",BB,4.0,5.0,7.8,0.0,12.8
6822,JESSICA ROSE GADIROVA,w,GBR,2023-03-23,2023 british gymnastics championships,final,"liverpool, england",UB,4.0,5.7,8.5,0.0,14.2
6823,JESSICA ROSE GADIROVA,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",UB,4.0,5.7,7.8,0.0,13.5
6824,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",BB,2.0,5.7,7.833,,13.533
6825,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,final,"antalya, turkey",BB,7.0,5.4,6.766,,12.166
6826,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,qual,"antalya, turkey",BB,1.0,5.8,7.8,,13.6
6827,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",FX,1.0,5.8,8.133,,13.933
6828,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,final,"antalya, turkey",FX,1.0,5.8,8.2,,14.0
6829,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,1.0,5.8,8.1,,13.9
6830,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",UB,7.0,5.7,7.766,,13.466
6831,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,qual,"antalya, turkey",UB,12.0,5.6,8.266,,13.866
6832,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,aafinal,"antalya, turkey",VT1,2.0,5.0,9.1,,14.1
6833,JESSICA ROSE GADIROVA,w,GBR,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,2.0,5.0,9.2,,14.2
6852,SAMIRA GAHRAMANOVA,w,AZE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",BB,135.0,4.2,5.6,,9.8
6853,SAMIRA GAHRAMANOVA,w,AZE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,142.0,3.6,5.9,0.3,9.2
6854,SAMIRA GAHRAMANOVA,w,AZE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,142.0,3.6,7.933,,11.533
6855,SAMIRA GAHRAMANOVA,w,AZE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,30.0,3.6,7.933,,11.533
6856,SAMIRA GAHRAMANOVA,w,AZE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT2,30.0,3.4,8.166,,11.566
6857,SAMIRA GAHRAMANOVA,w,AZE,2022-03-31,2022 baku world cup,qual,"baku, azerbaijan",BB,32.0,4.6,5.5,,10.1
6858,SAMIRA GAHRAMANOVA,w,AZE,2022-03-31,2022 baku world cup,qual,"baku, azerbaijan",FX,17.0,4.4,7.166,,11.566
6859,SAMIRA GAHRAMANOVA,w,AZE,2022-03-31,2022 baku world cup,qual,"baku, azerbaijan",VT1,17.0,3.8,8.6,,12.4
6860,SAMIRA GAHRAMANOVA,w,AZE,2022-03-31,2022 baku world cup,qual,"baku, azerbaijan",VT2,17.0,3.4,8.533,,11.933
6861,SAMIRA GAHRAMANOVA,w,AZE,2022-03-17,2022 cairo world cup,qual,"cairo, egypt",BB,21.0,4.7,5.0,,9.7
6862,SAMIRA GAHRAMANOVA,w,AZE,2022-03-17,2022 cairo world cup,qual,"cairo, egypt",FX,10.0,4.4,7.033,,11.433
6863,SAMIRA GAHRAMANOVA,w,AZE,2022-03-17,2022 cairo world cup,qual,"cairo, egypt",VT1,13.0,3.8,8.1,,11.9
6864,SAMIRA GAHRAMANOVA,w,AZE,2022-03-17,2022 cairo world cup,qual,"cairo, egypt",VT2,13.0,3.4,8.466,,11.866
6865,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",BB,17.0,4.6,6.5,,11.1
6866,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",FX,13.0,4.4,6.7,,11.1
6867,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",VT1,8.0,3.4,8.633,,12.033
6868,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,final,"cottbus, germany",VT1,8.0,3.4,8.633,,12.033
6869,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,final,"cottbus, germany",VT2,8.0,3.8,7.466,,11.266
6870,SAMIRA GAHRAMANOVA,w,AZE,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",VT2,8.0,3.8,8.433,,12.233
6871,SAMIRA GAHRAMANOVA,w,AZE,2022-10-07,2022 mersin world challenge cup,qual,"mersin, turkey",BB,13.0,4.5,6.4,,10.9
6872,SAMIRA GAHRAMANOVA,w,AZE,2022-08-11,2022 senior european championships,qual,"munich, germany",BB,111.0,4.4,4.7,,9.1
6873,SAMIRA GAHRAMANOVA,w,AZE,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,107.0,4.3,5.966,,10.266
6874,SAMIRA GAHRAMANOVA,w,AZE,2022-08-11,2022 senior european championships,qual,"munich, germany",UB,117.0,2.8,4.566,,7.366
6875,SAMIRA GAHRAMANOVA,w,AZE,2022-08-11,2022 senior european championships,qual,"munich, germany",VT1,97.0,3.4,8.333,,11.733
