,name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
7264,LUCA GIUBELLINI,m,SUI,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",PH,123.0,5.0,6.433,,11.433
7265,LUCA GIUBELLINI,m,SUI,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",PH,,5.8,7.366,,13.166
7266,LUCA GIUBELLINI,m,SUI,2023-09-30,2023 52nd fig artistic gymnastics world championships,teamfinal,"antwerp, belgium",VT,,5.6,8.833,,14.433
7267,LUCA GIUBELLINI,m,SUI,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,33.0,5.6,8.866,0.1,14.366
7268,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,63.0,5.8,7.566,0.3,13.066
7269,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PH,11.0,5.9,7.966,,13.866
7270,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,final,"antalya, turkey",VT1,6.0,5.6,8.9,,14.5
7271,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,9.0,5.6,9.0,0.1,14.5
7272,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,8.0,5.6,9.0,0.1,14.5
7273,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,final,"antalya, turkey",VT2,6.0,5.2,8.8,0.1,13.9
7274,LUCA GIUBELLINI,m,SUI,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT2,8.0,5.2,9.033,,14.233
7275,STAVROS GKINIS,m,GRE,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",SR,105.0,5.8,6.266,,12.066
7276,STAVROS GKINIS,m,GRE,2022-03-31,2022 baku world cup,qual,"baku, azerbaijan",SR,19.0,5.5,7.0,,12.5
7277,STAVROS GKINIS,m,GRE,2022-03-17,2022 cairo world cup,qual,"cairo, egypt",SR,13.0,5.5,7.966,,13.466
7278,STAVROS GKINIS,m,GRE,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",SR,13.0,5.5,7.4,,12.9
7279,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",FX,78.0,5.0,7.766,0.1,12.666
7280,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",HB,68.0,4.0,8.5,,12.5
7281,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",PB,59.0,4.5,8.566,,13.066
7282,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",PH,114.0,3.6,6.366,3.0,6.966
7283,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",SR,51.0,5.1,8.0,,13.1
7284,STAVROS GKINIS,m,GRE,2022-08-18,2022 senior european championships,qual,"munich, germany",VT1,98.0,4.0,8.933,0.1,12.833
7285,STAVROS GKINIS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",SR,45.0,5.7,6.966,,12.666
7350,GEORGIA GODWIN,m,AUS,,birmingham 2022 commonwealth games,aaqual,"birmingham, england",VT1,,4.8,8.95,,13.75
7358,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,28.0,5.6,8.4,,14.0
7359,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",HB,102.0,3.9,8.466,,12.366
7360,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",PB,139.0,4.6,5.7,,10.3
7361,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",PH,138.0,4.0,6.066,,10.066
7362,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",SR,108.0,4.7,7.733,,12.433
7363,RODRIGO GOMEZ,m,MEX,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,133.0,4.8,8.266,0.1,12.966
7364,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,final,"san salvador, el salvador",FX,7.0,5.4,7.1,,12.5
7365,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",FX,7.0,5.6,7.8,,13.4
7366,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",HB,10.0,3.9,8.15,,12.05
7367,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",PB,25.0,4.2,7.6,,11.8
7368,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",PH,7.0,4.8,7.7,,12.5
7369,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",SR,21.0,4.7,7.0,,11.7
7370,RODRIGO GOMEZ,m,MEX,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",VT1,7.0,4.8,9.0,,13.8
7371,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",FX,6.0,5.6,7.933,0.1,13.433
7372,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",FX,5.0,5.6,7.766,0.3,13.066
7373,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",FX,6.0,5.4,8.5,,13.9
7374,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",HB,17.0,3.9,8.5,,12.4
7375,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",HB,29.0,3.9,8.533,,12.433
7376,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",PB,15.0,4.6,8.0,,12.6
7377,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",PB,31.0,4.6,8.133,,12.733
7378,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",PH,5.0,4.9,7.666,,12.566
7379,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",PH,10.0,5.2,7.933,,13.133
7380,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",SR,12.0,4.7,8.166,,12.866
7381,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",SR,17.0,4.7,8.1,,12.8
7382,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,aafinal,"santiago, chile",VT,8.0,4.8,9.066,,13.866
7383,RODRIGO GOMEZ,m,MEX,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",VT1,25.0,4.8,9.0,,13.8
7384,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,123.0,5.2,6.6,0.2,11.6
7385,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",HB,127.0,4.6,6.433,,11.033
7386,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",PB,100.0,5.2,7.6,,12.8
7387,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",PH,62.0,5.2,7.366,,12.566
7388,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",SR,116.0,4.8,7.033,,11.833
7389,EDWARD GONZALES,m,PER,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,73.0,4.8,8.9,,13.7
7390,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",FX,20.0,5.1,7.9,,13.0
7391,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",HB,28.0,4.6,7.933,,12.533
7392,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",PB,20.0,5.4,7.9,,13.3
7393,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",PH,7.0,5.1,7.8,,12.9
7394,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",PH,9.0,5.4,7.833,,13.233
7395,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",SR,36.0,5.0,7.266,,12.266
7396,EDWARD GONZALES,m,PER,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",VT1,25.0,4.8,9.0,,13.8
7397,EDWARD GONZALES,m,PER,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",FX,,5.4,6.933,,12.333
7398,EDWARD GONZALES,m,PER,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",HB,,4.1,5.867,,9.967
7399,EDWARD GONZALES,m,PER,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",PB,,5.2,7.2,,12.4
7400,EDWARD GONZALES,m,PER,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",SR,,5.0,7.767,,12.767
7401,EDWARD GONZALES,m,PER,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",VT,,4.8,9.1,0.1,13.8
7402,SPENCER GOODELL,m,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",FX,10.0,5.7,7.75,,13.45
7403,SPENCER GOODELL,m,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",PB,10.0,5.4,8.35,,13.75
7415,EILIDH GORRELL,m,GBR,,birmingham 2022 commonwealth games,aaqual,"birmingham, england",VT1,,3.2,8.5,,11.7
7416,CESAR GRACIA,m,MEX,2022-10-07,2022 mersin world challenge cup,qual,"mersin, turkey",HB,20.0,5.0,6.3,0.3,11.0
7417,KRISTIAN GRAHOVSKI,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",HB,47.0,4.4,7.5,,11.9
7418,KRISTIAN GRAHOVSKI,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",PB,39.0,4.9,8.1,,13.0
7419,KRISTIAN GRAHOVSKI,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",PH,23.0,5.2,7.25,,12.45
7420,KRISTIAN GRAHOVSKI,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",SR,54.0,4.4,7.5,,11.9
7421,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",FX,65.0,5.5,6.6,,12.1
7422,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",HB,66.0,4.5,7.133,,11.633
7423,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",PB,50.0,4.3,8.233,,12.533
7424,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",PH,39.0,6.0,6.566,,12.566
7425,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",SR,62.0,4.2,7.933,,12.133
7426,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT1,44.0,4.8,8.833,,13.633
7427,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,113.0,5.0,6.833,,11.833
7428,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-04-11,2023 senior european championships,qual,"antalya, turkey",HB,100.0,4.4,7.466,,11.866
7429,ALKINOOS NIKOLAOS GRAIKOS,m,GRE,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PH,80.0,4.7,7.4,,12.1
7466,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",FX,4.0,5.8,7.866,0.1,13.566
7467,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,final,"cottbus, germany",FX,3.0,5.8,8.0,0.1,13.7
7468,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",VT1,5.0,5.6,9.1,,14.7
7469,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,final,"cottbus, germany",VT1,5.0,5.6,9.166,,14.766
7470,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,qual,"cottbus, germany",VT2,5.0,5.2,8.966,,14.166
7471,THOMAS GRASSO,m,ITA,2022-02-24,2022 cottbus world cup,final,"cottbus, germany",VT2,5.0,5.2,8.9,0.1,14.0
7472,THOMAS GRASSO,m,ITA,,2022 paris world challenge cup,qual,"paris, france",FX,49.0,1.4,8.5,8.1,1.8
7473,THOMAS GRASSO,m,ITA,,2022 paris world challenge cup,final,"paris, france",VT1,7.0,5.6,8.55,,14.15
7474,THOMAS GRASSO,m,ITA,,2022 paris world challenge cup,qual,"paris, france",VT1,5.0,5.6,9.1,,14.7
7475,THOMAS GRASSO,m,ITA,,2022 paris world challenge cup,qual,"paris, france",VT2,5.0,4.8,9.2,,14.0
7476,THOMAS GRASSO,m,ITA,,2022 paris world challenge cup,final,"paris, france",VT2,7.0,2.8,8.6,,11.4
7486,FRASER GRIFFITHS,m,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",FX,,4.3,5.633,0.0,9.933
7487,FRASER GRIFFITHS,m,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",PB,,4.3,8.4,0.0,12.7
7488,FRASER GRIFFITHS,m,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",PH,,4.1,7.466,0.0,11.566
7489,FRASER GRIFFITHS,m,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT1,,4.8,8.966,0.0,13.766
7490,FRASER GRIFFITHS,m,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT2,,4.0,9.366,0.0,13.366
7491,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",FX,48.0,4.8,7.65,0.3,12.15
7492,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",HB,69.0,4.0,6.65,,10.65
7493,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",PB,74.0,3.7,7.75,,11.45
7494,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",PH,46.0,3.6,7.7,,11.3
7495,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",SR,45.0,4.6,7.65,,12.25
7496,DAVID GROSSMAN,m,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",VT,24.0,4.8,9.2,,14.0
7497,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",FX,,5.5,8.233,,13.733
7498,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",HB,,3.9,8.2,,12.1
7499,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",PB,,4.6,7.867,,12.467
7500,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",PH,,4.8,7.833,,12.633
7501,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",SR,,4.6,7.967,,12.567
7502,RODRIGO GROSSO,m,MEX,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",VT,,5.2,7.933,0.3,12.833
7503,MATIC GRSIC,m,SLO,,2022 koper world challenge cup,qual,"koper, slovenia",FX,,4.3,6.45,0.3,10.45
7504,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,75.0,5.2,7.8,0.1,12.9
7505,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",HB,100.0,5.0,7.133,,12.133
7506,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",PB,138.0,5.2,6.266,,11.466
7507,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",PH,89.0,4.6,7.466,,12.066
7508,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",SR,75.0,4.2,8.566,,12.766
7509,JERMAIN GRÜNBERG,m,NED,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,127.0,4.8,8.133,0.3,12.633
7510,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",FX,66.0,5.1,8.033,0.3,12.833
7511,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",HB,23.0,4.6,8.866,,13.466
7512,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",PB,13.0,5.5,8.666,,14.166
7513,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",PH,74.0,4.3,7.7,,12.0
7514,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",SR,65.0,4.2,8.666,,12.866
7515,JERMAIN GRÜNBERG,m,NED,2022-08-18,2022 senior european championships,qual,"munich, germany",VT1,60.0,4.8,9.1,0.1,13.8
7516,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,46.0,5.4,8.333,,13.733
7517,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",HB,24.0,5.6,8.066,,13.666
7518,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",PB,16.0,5.9,8.6,,14.5
7519,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",PH,135.0,4.3,6.2,,10.5
7520,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",SR,80.0,4.3,8.633,,12.933
7521,JERMAIN GRÜNBERG,m,NED,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,102.0,4.8,9.0,0.1,13.7
7522,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,124.0,5.3,5.633,0.5,10.433
7523,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",HB,34.0,5.0,8.0,,13.0
7524,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PB,94.0,5.1,7.233,,12.333
7525,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PH,99.0,3.7,7.933,,11.633
7526,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",SR,80.0,4.2,8.566,,12.766
7527,JERMAIN GRÜNBERG,m,NED,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,77.0,4.8,8.866,,13.666
7528,JERMAIN GRÜNBERG,m,NED,2023-05-25,2023 varna world challenge cup,final,"varna, bulgaria",HB,7.0,5.4,7.366,0.0,12.766
7529,JERMAIN GRÜNBERG,m,NED,2023-05-25,2023 varna world challenge cup,qual,"varna, bulgaria",HB,4.0,5.0,8.4,0.0,13.4
7530,JERMAIN GRÜNBERG,m,NED,2023-05-25,2023 varna world challenge cup,final,"varna, bulgaria",PB,3.0,5.9,8.166,0.0,14.066
7531,JERMAIN GRÜNBERG,m,NED,2023-05-25,2023 varna world challenge cup,qual,"varna, bulgaria",PB,2.0,5.9,8.55,0.0,14.45
7536,JERMAIN GRUNBERG,m,NED,,2022 paris world challenge cup,qual,"paris, france",PB,37.0,5.2,5.05,,10.25
7537,JERMAIN GRUNBERG,m,NED,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",HB,14.0,5.0,7.45,,12.45
7538,JERMAIN GRUNBERG,m,NED,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",PB,9.0,5.9,7.75,,13.65
7539,JERMAIN GRUNBERG,m,NED,2023-06-08,2023 osijek world challenge cup,final,"osijek, croatia",PB,7.0,5.9,8.166,,14.066
7552,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",FX,45.0,4.6,8.633,,13.233
7553,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",HB,63.0,4.3,8.3,,12.6
7554,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",PB,108.0,3.1,7.566,3.0,7.666
7555,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",PH,102.0,3.6,7.166,,10.766
7556,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",SR,98.0,4.0,8.033,,12.033
7557,MARTIN GUDMUNDSSON,m,ISL,2022-08-18,2022 senior european championships,qual,"munich, germany",VT1,100.0,4.8,8.3,0.3,12.8
7558,MARTIN GUDMUNDSSON,m,ISL,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",HB,27.0,3.9,6.25,,10.15
7559,MARTIN GUDMUNDSSON,m,ISL,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",VT1,13.0,4.8,8.9,,13.7
7560,MARTIN GUDMUNDSSON,m,ISL,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",VT2,13.0,4.0,8.9,,12.9
7561,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",FX,57.0,4.6,8.633,0.1,13.133
7562,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",HB,87.0,4.2,8.0,,12.2
7563,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PB,95.0,3.9,8.3,,12.2
7564,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",PH,112.0,3.6,7.533,,11.133
7565,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",SR,112.0,4.1,7.966,,12.066
7566,MARTIN GUDMUNDSSON,m,ISL,2023-04-11,2023 senior european championships,qual,"antalya, turkey",VT1,71.0,4.8,8.9,,13.7
7570,NELSON GUILBE,m,PUR,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",PH,25.0,4.6,5.4,,10.0
7571,NELSON GUILBE,m,PUR,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",PH,3.0,5.6,8.533,,14.133
7572,NELSON GUILBE,m,PUR,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",PH,4.0,5.6,8.266,,13.866
7573,NELSON ALBERTO GUILBE MORALES,m,PUR,2023-05-26,2023 artistic gymnastics senior pan american championships,teamfinal,"medellin, colombia",PH,,5.8,6.733,,12.533
7574,NELSON ALBERTO GUILBE MORALES,m,PUR,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",PH,,5.5,8.0,,13.5
7575,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",FX,1.0,5.5,8.75,,14.25
7576,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",HB,4.0,4.5,8.9,,13.4
7577,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",PB,9.0,4.7,9.2,,13.9
7578,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",PH,2.0,5.2,9.15,,14.35
7579,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",SR,5.0,4.6,9.0,,13.6
7580,VITALIY GUIMARAES,m,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",VT,9.0,4.8,9.65,,14.45
7581,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,21.0,5.9,8.166,,14.066
7582,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",FX,,5.9,8.466,,14.366
7583,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",SR,63.0,4.8,8.1,,12.9
7584,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,teamfinal,"liverpool, england",VT,,5.2,8.533,,13.733
7585,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,38.0,5.2,9.0,,14.2
7586,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,10.0,5.2,9.0,,14.2
7587,YURI GUIMARAES,m,BRA,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT2,10.0,5.2,9.033,,14.233
7588,YURI GUIMARAES,m,BRA,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,25.0,5.7,8.5,0.1,14.1
7589,YURI GUIMARAES,m,BRA,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",SR,62.0,4.9,8.233,,13.133
7590,YURI GUIMARAES,m,BRA,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,22.0,5.2,9.2,,14.4
7591,YURI GUIMARAES,m,BRA,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,15.0,5.2,9.2,,14.4
7592,YURI GUIMARAES,m,BRA,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT2,15.0,5.2,8.8,,14.0
7593,YURI GUIMARAES,m,BRA,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",FX,8.0,5.4,6.666,0.1,11.966
7594,YURI GUIMARAES,m,BRA,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",FX,3.0,5.7,8.5,0.1,14.1
7595,YURI GUIMARAES,m,BRA,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",HB,6.0,5.0,8.6,,13.6
